max-num-batched-tokens,max-num-seqs,swap-space,block-size,scheduler-delay-factor,gpu-memory-utilization,enable-chunked-prefill,enable-prefix-caching,disable-custom-all-reduce,use-v2-block-manager,latency_average,latency_p99,tokens_per_second_average,time_to_first_token_average,time_to_first_token_p99,time_per_output_token_average,time_per_output_token_p99
5964,909,6,32,1.69,0.73,False,False,True,False,4.587923300266266,5.715037786960601,11.137740122521034,1.321143344640732,2.0320513892173766,0.0925344585970043,0.1145801970481872
4626,1800,8,8,0.26,0.74,False,False,False,False,4.538337733745575,4.927505352497101,11.351225113038682,1.1556371307373048,1.6069613218307497,0.0907667546749115,0.098550107049942
5464,1494,8,16,1.57,0.78,True,False,False,False,4.289549571275711,4.802901217937469,11.878195625370926,1.14275582075119,1.5382167100906372,0.0867191321698003,0.1039581758320867
4988,1922,4,32,0.23,0.73,True,True,False,True,4.169592297077179,4.206505508422851,11.98912127638425,1.154707393050194,1.480191900730133,0.0834132158817077,0.0844630207129887
6888,1374,2,32,1.39,0.74,False,False,True,True,4.533940794467926,5.231667578220367,11.502092765210406,1.231721307039261,1.643945209980011,0.090885864033508,0.1046834646701812
4946,459,5,8,0.7,0.82,False,False,False,True,4.629205273389816,5.105013287067413,11.127937038468458,1.2087372243404388,1.661611144542694,0.0931165219082551,0.1021410468578338
7172,1107,7,16,1.37,0.95,False,False,True,True,4.540666913986206,5.107323875427246,11.337904810153251,1.2262363457679748,1.6822666335105896,0.091106738114357,0.1021948642253875
6958,1953,3,16,1.73,0.98,True,False,False,True,4.291051107645035,4.753501405715943,11.870517640765753,1.1853439176082612,1.550695559978485,0.0861858159482478,0.0950863883972168
6255,1156,7,16,1.3,0.95,False,True,True,False,3.4824210464954377,4.227704136371613,14.750963338785896,0.5590837550163269,1.0215760827064515,0.0702789904320731,0.0845566727638244
5307,196,4,16,0.03,0.85,True,False,True,False,4.305279117822647,4.785350666046143,11.831829881199154,1.1024961686134338,1.5416021060943603,0.0873304406623768,0.0973025791274171
4774,1996,8,8,0.25,0.96,False,True,True,True,4.204884831905365,4.7992066645622256,12.420689761267893,0.9210429584980012,1.516862199306488,0.085056068176031,0.0965003085494038
5863,224,6,16,0.33,0.76,True,False,False,True,4.507607131004334,4.916689224243164,11.391678771422464,1.2106284749507903,1.5940958309173583,0.0904790282875299,0.0983337844848632
6860,586,7,16,1.68,0.73,False,True,False,False,4.077701219320297,5.9493303394317625,12.984841190943918,1.0566337096691132,2.7607810831069948,0.0818231278726032,0.1189866067886352
4221,2000,4,32,1.5,0.97,True,False,False,True,4.370402843952179,4.8332832598686215,11.684441889464114,1.0839510309696196,1.5590542006492614,0.0892561525236992,0.1145765556437628
4526,445,5,8,0.54,0.78,True,True,True,True,5.133621236681938,5.209118278026581,9.717339974947114,1.9977267861366272,2.334000971317291,0.1029252977734659,0.1063019567396582
4858,1928,8,16,0.11,0.7,True,False,True,True,5.160756741762161,5.91963294506073,9.929532834994683,1.4161780381202698,2.1564022970199583,0.1041730956200397,0.1194792528239163
7391,1375,5,8,1.21,0.73,True,False,True,True,4.715096378326416,5.430993118286133,11.027332245113016,1.4242085599899292,2.024740197658539,0.0943019275665282,0.1086198623657226
7997,340,4,16,0.72,0.74,True,False,False,True,4.395600410699845,4.855278789997101,11.712474870723398,1.2429184997081757,1.5364403080940248,0.0879120082139969,0.097105575799942
5987,1402,1,32,0.66,0.83,True,False,True,False,4.416314152479171,4.828380110263825,11.65702829563693,1.1644550132751466,1.5412684535980223,0.0889312985907582,0.0966507904410361
8081,1575,3,16,0.06,0.89,True,True,False,True,4.878543508052826,4.981505274772644,10.08629530153327,1.396422842144966,1.7019205737113952,0.0994806722227265,0.1269030072128069
4229,567,2,16,0.59,0.75,False,True,False,False,43.7560393505908,83.43944988727569,5.911846689165249,18.689139548768388,62.054621748924205,0.8751207870118161,1.6687889977455137
6775,1939,5,8,1.87,0.82,False,False,True,False,4.584939525127411,5.337346987724304,11.092413074322394,1.3988736426830293,1.9177601027488709,0.0918733185233741,0.106746939754486
5180,1758,3,8,1.82,0.88,True,False,True,True,4.754486194849014,5.410988302230835,10.906692066800916,1.3309118831157685,2.050146961212158,0.0959023384071416,0.1082233752727508
4122,1421,7,8,0.9,0.99,False,False,False,True,4.549632363319397,5.0074230217933655,11.306401271627925,1.1045249998569489,1.5806485390663148,0.0914774597545246,0.1003842021192823
7267,487,4,16,1.05,0.94,True,True,False,True,4.758423221111298,4.846334073543549,10.346996910020652,1.3334478259086608,1.4806857490539551,0.0969343971201416,0.1178290840667302
6465,1682,2,32,0.62,0.72,False,False,False,False,4.399819207191468,4.804233994483948,11.621106469424763,1.1700517630577087,1.487361776828766,0.088656073519262,0.0961738689899444
6984,853,7,8,1.52,0.91,True,True,True,True,5.458145585656166,5.5108554697036745,9.161028053867508,1.876797142624855,2.064166209697724,0.1091629117131233,0.1102171093940734
6075,826,7,32,0.33,0.71,True,True,True,True,4.985439422726631,5.035464673042298,10.000638597006684,1.3582602322101591,1.6702401542663574,0.100005698790917,0.1022698667416205
6531,1788,3,16,0.97,0.76,False,False,False,False,4.394962207078934,4.77523826122284,11.623111078910712,1.1686210489273072,1.4885579776763915,0.0884416575878859,0.0955159856319427
6774,498,3,8,1.04,0.76,True,True,True,True,5.42631796002388,5.497652952671051,9.119035998059996,1.8592670649290084,2.0507039427757263,0.1100534517414429,0.1257963728259586
5938,296,6,8,0.15,0.95,False,False,True,False,4.370185502767563,4.747289597988129,11.755513419105965,1.1130951392650603,1.4374860501289368,0.087537324558722,0.0949737384796142
7733,654,1,8,0.18,0.89,True,False,False,True,4.68053759932518,5.344670262336731,11.112483098409983,1.4931567573547364,2.054462077617645,0.0936107519865035,0.1068934052467346
5372,1564,6,16,1.63,0.83,False,True,True,True,4.558207652568817,5.773614432811737,11.291141988731926,1.15738064289093,1.906302597522736,0.0913301896459916,0.1154722886562347
5596,921,8,16,0.5,0.91,True,True,False,True,4.580445131659507,4.632079784870148,10.916262543233753,1.216725406050682,1.446231396198273,0.0916089026331901,0.0926415956974029
7058,1771,4,32,0.38,0.71,False,True,True,False,3.9774331986904143,4.777121472358703,13.104216249435348,0.8205572283267974,1.4245240664482115,0.0799063638091087,0.0956815577030181
